species	species_row	display_name	scientific_name	assembly	assembly_accession	source_database	release	matrix_row	matrix_column	cluster_column	cluster_family	cluster	cluster_name	hox_number	hox_slot	hox_slot_label	slot	gene_symbol	gene_id	gene_version	gene_stable_id_version	gene_source	gene_biotype	seqname	gene_start	gene_end	strand	transcript_id	transcript_version	transcript_stable_id_version	transcript_name	transcript_source	transcript_biotype	transcript_start	transcript_end	transcript_span_bp	protein_id	protein_version	protein_stable_id_version	cds_piece_count	cds_length_bp	initiation_codon_center	coding_midpoint	stop_codon_center	genomic_x_start	genomic_x_middle	genomic_x_end	x	initiation_anchor_source	stop_anchor_source	initiation_anchor_fallback	stop_anchor_fallback	any_anchor_fallback	coding_transcript_candidate_count	protein_coding_transcript_count	eligible_safe_protein_coding_transcript_count	curated_transcript_exclusion_applied	unsafe_merged_transcript_exclusion_applied	excluded_transcript_count	excluded_transcript_ids	excluded_protein_ids	excluded_transcript_assessments	excluded_transcript_reason	selected_is_ensembl_canonical	transcript_selection_rule	codon_anchor_rule	midpoint_rule	mapping_method	mapping_note	xref_conflict_flag	xref_conflict_note	source_url	source_file	source_sha256
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	D	D	D	D	D	1	15	Hox1	Hox1	Hoxd1	ENSMUSG00000042448	6	ENSMUSG00000042448.6	ensembl_havana	protein_coding	2	74593324	74595486	+	ENSMUST00000047793	6	ENSMUST00000047793.6	Hoxd1-201	ensembl_havana	protein_coding	74593324	74595486	2163	ENSMUSP00000043078	4	ENSMUSP00000043078.4	2	984	74593447	74594089.5	74594732	74593447	74594089.5	74594732	74594089.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	A	A	A	A	A	13	3	Hox13	Hox13	HOXA13	ENSGALG00010001321	1	ENSGALG00010001321.1	ensembl	protein_coding	2	32582495	32585463	-	ENSGALT00010003054	1	ENSGALT00010003054.1	HOXA13-201	ensembl	protein_coding	32582495	32585463	2969	ENSGALP00010001583	1	ENSGALP00010001583.1	2	915	32585405	32584690.5	32583976	32585405	32584690.5	32583976	32584690.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	A	A	A	A	A	11	5	Hox11	Hox11	HOXA11	ENSGALG00010001848	1	ENSGALG00010001848.1	ensembl	protein_coding	2	32565244	32569341	-	ENSGALT00010004201	1	ENSGALT00010004201.1	HOXA11-201	ensembl	protein_coding	32565244	32569341	4098	ENSGALP00010002498	1	ENSGALP00010002498.1	2	891	32569277	32568161	32567045	32569277	32568161	32567045	32568161	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	A	A	A	A	A	10	6	Hox10	Hox10	HOXA10	ENSGALG00010001844	1	ENSGALG00010001844.1	ensembl	protein_coding	2	32554165	32559746	-	ENSGALT00010004197	1	ENSGALT00010004197.1	HOXA10-201	ensembl	protein_coding	32554165	32559746	5582	ENSGALP00010002494	1	ENSGALP00010002494.1	2	1092	32557915	32556695	32555475	32557915	32556695	32555475	32556695	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	A	A	A	A	A	9	7	Hox9	Hox9	HOXA9	ENSGALG00010001840	1	ENSGALG00010001840.1	ensembl	protein_coding	2	32546009	32563954	-	ENSGALT00010004190	1	ENSGALT00010004190.1	HOXA9-203	ensembl	protein_coding	32547337	32563954	16618	ENSGALP00010002487	1	ENSGALP00010002487.1	2	780	32549111	32548240.5	32547370	32549111	32548240.5	32547370	32548240.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	3	3	3	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	A	A	A	A	A	7	9	Hox7	Hox7	HOXA7	ENSGALG00010001826	1	ENSGALG00010001826.1	ensembl	protein_coding	2	32537106	32542394	-	ENSGALT00010004159	1	ENSGALT00010004159.1	HOXA7-202	ensembl	protein_coding	32537114	32542394	5281	ENSGALP00010002456	1	ENSGALP00010002456.1	3	666	32542393	32540524	32538655	32542393	32540524	32538655	32540524	terminal_CDS_positional_proxy	explicit_stop_codon	TRUE	FALSE	TRUE	2	2	2	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	A	A	A	A	A	6	10	Hox6	Hox6	HOXA6	ENSGALG00010001819	1	ENSGALG00010001819.1	ensembl	protein_coding	2	32528935	32532085	-	ENSGALT00010004135	1	ENSGALT00010004135.1	HOXA6-201	ensembl	protein_coding	32528935	32532085	3151	ENSGALP00010002432	1	ENSGALP00010002432.1	2	693	32531885	32530939	32529993	32531885	32530939	32529993	32530939	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	A	A	A	A	A	5	11	Hox5	Hox5	HOXA5	ENSGALG00010001813	1	ENSGALG00010001813.1	ensembl	protein_coding	2	32525265	32528034	-	ENSGALT00010004128	1	ENSGALT00010004128.1	HOXA5-201	ensembl	protein_coding	32525265	32528034	2770	ENSGALP00010002425	1	ENSGALP00010002425.1	2	810	32527879	32527039	32526199	32527879	32527039	32526199	32527039	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	A	A	A	A	A	4	12	Hox4	Hox4	HOXA4	ENSGALG00010001808	1	ENSGALG00010001808.1	ensembl	protein_coding	2	32512064	32514374	-	ENSGALT00010004119	1	ENSGALT00010004119.1	HOXA4-201	ensembl	protein_coding	32512064	32514374	2311	ENSGALP00010002416	1	ENSGALP00010002416.1	2	927	32514308	32513598	32512888	32514308	32513598	32512888	32513598	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	A	A	A	A	A	3	13	Hox3	Hox3	HOXA3	ENSGALG00010001801	1	ENSGALG00010001801.1	ensembl	protein_coding	2	32491888	32510667	-	ENSGALT00010004101	1	ENSGALT00010004101.1	HOXA3-202	ensembl	protein_coding	32491890	32510667	18778	ENSGALP00010002398	1	ENSGALP00010002398.1	2	1239	32495425	32494118	32492811	32495425	32494118	32492811	32494118	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	2	2	2	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	A	A	A	A	A	2	14	Hox2	Hox2	HOXA2	ENSGALG00010001790	1	ENSGALG00010001790.1	ensembl	protein_coding	2	32485579	32487851	-	ENSGALT00010004079	1	ENSGALT00010004079.1	HOXA2-201	ensembl	protein_coding	32485579	32487851	2273	ENSGALP00010002376	1	ENSGALP00010002376.1	2	1125	32487669	32486806.5	32485944	32487669	32486806.5	32485944	32486806.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	A	A	A	A	A	1	15	Hox1	Hox1	HOXA1	ENSGALG00010001788	1	ENSGALG00010001788.1	ensembl	protein_coding	2	32479296	32481746	-	ENSGALT00010004070	1	ENSGALT00010004070.1	HOXA1-201	ensembl	protein_coding	32479296	32481746	2451	ENSGALP00010002367	1	ENSGALP00010002367.1	2	960	32481557	32480892.5	32480228	32481557	32480892.5	32480228	32480892.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	B	B	B	B	B	13	3	Hox13	Hox13	HOXB13	ENSGALG00010026052	1	ENSGALG00010026052.1	ensembl	protein_coding	27	3350872	3352798	+	ENSGALT00010063516	1	ENSGALT00010063516.1	HOXB13-201	ensembl	protein_coding	3350872	3352798	1927	ENSGALP00010039208	1	ENSGALP00010039208.1	2	837	3350931	3351726.5	3352522	3350931	3351726.5	3352522	3351726.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	B	B	B	B	B	9	7	Hox9	Hox9	HOXB9	ENSGALG00010026782	1	ENSGALG00010026782.1	ensembl	protein_coding	27	3389757	3396989	+	ENSGALT00010064966	1	ENSGALT00010064966.1	HOXB9-202	ensembl	protein_coding	3389811	3396989	7179	ENSGALP00010039674	1	ENSGALP00010039674.1	2	741	3389885	3391883.5	3393882	3389885	3391883.5	3393882	3391883.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	2	2	2	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	B	B	B	B	B	8	8	Hox8	Hox8	HOXB8	ENSGALG00010021446	1	ENSGALG00010021446.1	ensembl	protein_coding	27	3402859	3404508	+	ENSGALT00010052000	1	ENSGALT00010052000.1	HOXB8-201	ensembl	protein_coding	3402859	3404508	1650	ENSGALP00010031038	1	ENSGALP00010031038.1	2	723	3402901	3403678	3404455	3402901	3403678	3404455	3403678	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	B	B	B	B	B	7	9	Hox7	Hox7	HOXB7	ENSGALG00010023381	1	ENSGALG00010023381.1	ensembl	protein_coding	27	3405939	3410997	+	ENSGALT00010056984	1	ENSGALT00010056984.1	HOXB7-201	ensembl	protein_coding	3405939	3410997	5059	ENSGALP00010034652	1	ENSGALP00010034652.1	2	651	3407030	3408661.5	3410293	3407030	3408661.5	3410293	3408661.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	B	B	B	B	B	6	10	Hox6	Hox6	HOXB6	ENSGALG00010023383	1	ENSGALG00010023383.1	ensembl	protein_coding	27	3413148	3424695	+	ENSGALT00010056993	1	ENSGALT00010056993.1	HOXB6-201	ensembl	protein_coding	3413148	3424695	11548	ENSGALP00010034659	1	ENSGALP00010034659.1	2	666	3420606	3421586	3422566	3420606	3421586	3422566	3421586	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	B	B	B	B	B	5	11	Hox5	Hox5	HOXB5	ENSGALG00010023394	1	ENSGALG00010023394.1	ensembl	protein_coding	27	3425719	3428065	+	ENSGALT00010057020	1	ENSGALT00010057020.1	HOXB5-201	ensembl	protein_coding	3425719	3428065	2347	ENSGALP00010034679	1	ENSGALP00010034679.1	2	792	3425780	3426665	3427550	3425780	3426665	3427550	3426665	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	B	B	B	B	B	4	12	Hox4	Hox4	HOXB4	ENSGALG00010023415	1	ENSGALG00010023415.1	ensembl	protein_coding	27	3439453	3448237	+	ENSGALT00010057082	1	ENSGALT00010057082.1	HOXB4-201	ensembl	protein_coding	3439453	3448237	8785	ENSGALP00010034719	1	ENSGALP00010034719.1	3	747	3439538	3442107.5	3444677	3439538	3442107.5	3444677	3442107.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	3	3	3	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	B	B	B	B	B	3	13	Hox3	Hox3	HOXB3	ENSGALG00010023428	1	ENSGALG00010023428.1	ensembl	protein_coding	27	3460154	3472771	+	ENSGALT00010057098	1	ENSGALT00010057098.1	HOXB3-201	ensembl	protein_coding	3460154	3472771	12618	ENSGALP00010034731	1	ENSGALP00010034731.1	2	1197	3468941	3470064	3471187	3468941	3470064	3471187	3470064	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
chicken	chicken	Chicken	Gallus gallus	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	Ensembl	116	chicken	B	B	B	B	B	2	14	Hox2	Hox2	HOXB2	ENSGALG00010023438	1	ENSGALG00010023438.1	ensembl	protein_coding	27	3476821	3479760	+	ENSGALT00010057108	1	ENSGALT00010057108.1	HOXB2-201	ensembl	protein_coding	3476821	3479760	2940	ENSGALP00010034739	1	ENSGALP00010034739.1	2	969	3477005	3478110	3479215	3477005	3478110	3479215	3478110	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.chr.gtf.gz	786501f79c39e1b2b9547f2bf033f87e43feb5a443e1d41d5135c2e05f238c6c
